ticker,avg_periodic_sent_mae,avg_periodic_sent_rmse,best_periodic_sent_mae,worst_periodic_sent_mae,avg_mu,avg_sigma,avg_beta_sentiment
AAPL,10.436195441741383,12.046916940049572,1.68114582347971,37.3361306394675,0.13529489813039136,0.27420153704626093,0.09072278821856117
AMD,11.748514260856064,13.915567718359751,2.553318713280437,60.884030912093756,0.08271497131604337,0.5176826041419458,-0.13111255456275558
AMZN,8.148638007454364,9.683204690123636,0.1369549391686462,32.41795701019971,0.06566741835463609,0.3567659789192244,-0.03826152232729802
JNJ,4.631641132867792,5.540258609573407,0.059877820581618835,11.87041863381068,0.0436419970458209,0.16592027644321064,-0.17092122989621106
KO,1.4051720485989678,1.683178542920163,0.3915467489787143,4.425327181566069,0.09588776706882864,0.15240120762586662,-0.035259754870262484
MSFT,11.70968694731085,13.919334375853898,1.68151782772037,30.294519618304243,0.13519427318075342,0.261706934584737,0.37548472039285735
NFLX,3.3198215767103463,4.081500249471817,0.0037754682207165047,11.15170132912023,0.15319213526724298,0.44165069376184557,-0.7312906965442498
NVDA,5.15581215945451,6.225875752995672,0.5046012031504675,18.81916416809988,0.48084477235850037,0.5377779109472628,-0.028499752358902546
WMT,1.9271572398455454,2.352124348508742,0.23440948851606436,10.61183480879693,0.19782075184751466,0.20581574537759237,-0.03587950846790406
