ticker,avg_gbm_sent_monthly_mae,avg_gbm_sent_monthly_rmse,best_gbm_sent_monthly_mae,worst_gbm_sent_monthly_mae
AAPL,8.435221988648905,10.005443878583005,1.3922997090283615,25.287404971358487
AMD,10.554974460746024,12.475637213051087,1.8376301529401502,68.31344506047914
AMZN,7.316876239394318,8.707140748658896,0.29086259381840307,18.831778353655164
JNJ,3.693858831168946,4.430566078494887,0.12354032183478125,9.232656645733362
KO,1.2314875039127002,1.5010217594986857,0.3301536149918122,4.346846387616009
MSFT,11.297348891023587,13.538104551398497,1.487780012495051,28.58127948588258
NFLX,3.13714094662927,3.8622032300546536,0.1316916231039329,11.27550255483899
NVDA,4.984208458450656,5.954626983018179,0.45649921243395397,25.45520889802662
WMT,1.930332761883285,2.325473046086685,0.28101939700114204,10.93938725943956
